"Q1A	Q1I	Q1E	Q2A	Q2I	Q2E	Q3A	Q3I	Q3E	Q4A	Q4I	Q4E	Q5A	Q5I	Q5E	Q6A	Q6I	Q6E	Q7A	Q7I	Q7E	Q8A	Q8I	Q8E	Q9A	Q9I	Q9E	Q10A	Q10I	Q10E	Q11A	Q11I	Q11E	Q12A	Q12I	Q12E	Q13A	Q13I	Q13E	Q14A	Q14I	Q14E	Q15A	Q15I	Q15E	Q16A	Q16I	Q16E	Q17A	Q17I	Q17E	Q18A	Q18I	Q18E	Q19A	Q19I	Q19E	Q20A	Q20I	Q20E	Q21A	Q21I	Q21E	Q22A	Q22I	Q22E	Q23A	Q23I	Q23E	Q24A	Q24I	Q24E	Q25A	Q25I	Q25E	Q26A	Q26I	Q26E	Q27A	Q27I	Q27E	Q28A	Q28I	Q28E	Q29A	Q29I	Q29E	Q30A	Q30I	Q30E	Q31A	Q31I	Q31E	Q32A	Q32I	Q32E	Q33A	Q33I	Q33E	Q34A	Q34I	Q34E	Q35A	Q35I	Q35E	Q36A	Q36I	Q36E	Q37A	Q37I	Q37E	Q38A	Q38I	Q38E	Q39A	Q39I	Q39E	Q40A	Q40I	Q40E	Q41A	Q41I	Q41E	Q42A	Q42I	Q42E	country	source	introelapse	testelapse	surveyelapse	TIPI1	TIPI2	TIPI3	TIPI4	TIPI5	TIPI6	TIPI7	TIPI8	TIPI9	TIPI10	VCL1	VCL2	VCL3	VCL4	VCL5	VCL6	VCL7	VCL8	VCL9	VCL10	VCL11	VCL12	VCL13	VCL14	VCL15	VCL16	education	urban	gender	engnat	age	screensize	uniquenetworklocation	hand	religion	orientation	race	voted	married	familysize	major"
"4	36	6639	2	2	11942	2	8	3347	2	16	4361	3	37	3678	3	22	3314	3	42	3639	4	30	1617	3	13	11377	3	15	2831	3	39	5636	3	6	2765	4	14	4032	3	26	10312	1	19	2143	3	3	3984	4	23	2640	2	35	4269	1	25	6699	4	7	6726	3	38	2954	1	1	5396	2	21	2625	4	41	11016	4	31	6569	4	5	2739	4	28	13738	2	40	3829	4	34	19650	4	18	7096	2	24	15280	2	17	2688	3	10	10638	3	32	2675	4	29	10399	2	9	2492	2	12	10196	3	11	5048	4	20	12229	4	4	4668	2	33	2318	2	27	2751	MY	0	20	633	215	4	5	6	6	4	4	7	7	2	2	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	3	2	2	14	1	1	1	10	5	10	2	1	1	"
"4	5	1496	1	11	2297	3	19	3361	1	3	25022	2	32	6495	4	10	2562	1	22	1901	3	23	5178	2	25	10894	2	34	2181	4	14	1864	3	6	2313	3	41	1454	3	1	6310	1	13	1859	2	17	1999	2	37	2134	3	42	4106	1	8	3662	2	9	2720	3	36	2108	3	15	2705	1	31	1852	2	18	4991	1	24	4721	3	33	2020	4	27	1855	2	35	1760	3	28	2004	2	30	3946	2	29	2909	2	7	3532	2	12	1803	4	40	1824	1	26	3714	2	16	2116	1	21	2946	2	38	1752	4	4	1911	4	20	4472	1	39	2172	3	2	6614	US	2	5	155	129	6	1	5	5	6	1	5	1	1	2	1	1	0	1	1	0	0	0	0	1	0	1	1	1	1	1	1	3	2	1	16	2	1	2	4	2	60	2	1	2	"
"3	35	3136	3	12	3734	2	11	3453	2	37	3551	2	21	4100	4	38	22942	1	24	4323	3	4	4635	1	36	5286	2	31	2468	3	40	2180	2	20	6566	3	33	1927	3	25	4802	2	2	6063	4	6	3898	3	26	4798	4	10	5257	1	16	3926	3	8	3370	2	5	6023	3	9	2631	1	22	2903	3	28	5385	3	3	6573	3	32	2908	3	18	4095	2	29	3113	4	7	2829	2	1	15280	2	13	2800	3	42	3244	2	23	4382	4	34	2085	3	15	4545	1	41	2362	2	30	4124	1	17	6116	3	39	4252	1	19	4031	2	14	3766	3	27	4484	US	2	4	198	189	1	5	7	6	5	6	7	3	5	7	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	3	2	2	1	49	1	1	1	6	1	60	1	2	2	Healthcare"
"2	35	4442	3	26	2078	2	18	2703	3	37	5897	3	4	2337	3	39	2450	2	40	3861	3	23	1985	4	38	2323	4	28	1642	2	25	1981	4	33	4865	3	8	1449	3	34	4799	2	11	2646	4	29	1324	4	42	1490	3	5	3147	4	36	2584	4	14	1622	4	9	2329	3	41	2626	2	15	2606	3	32	1548	4	21	4923	3	7	1741	2	2	7477	2	16	2121	3	24	1655	3	6	4628	3	1	5153	3	22	3948	4	13	1639	4	27	1321	3	12	4686	3	31	1511	4	17	1544	4	3	2759	3	10	1702	4	20	1612	4	19	1893	3	30	2165	GB	2	1830	118	64	1	4	4	7	2	7	2	2	2	5	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	1	2	1	1	15	1	1	1	1	1	60	2	1	2	"
"4	24	37385	1	4	8949	1	28	3234	1	38	2933	4	19	2185	4	40	1350	1	25	2401	3	23	19501	4	18	2467	4	35	1815	4	15	1716	3	21	17170	3	11	6967	2	22	1415	1	5	2018	2	1	4459	2	2	65219	4	33	5635	1	30	19802	2	34	2717	2	13	1367	2	16	1685	1	7	2550	3	26	12016	1	17	4416	3	29	1449	4	3	2066	3	20	5416	3	8	2317	2	36	2200	2	32	1448	3	10	2533	4	41	1334	2	9	5367	3	14	2082	2	37	1719	4	42	1401	3	12	1517	4	27	1334	4	31	2250	1	6	1600	4	39	2015	US	0	4	284	144339	5	7	2	7	4	1	4	6	1	1	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	1	3	2	1	16	2	1	1	1	4	60	2	1	2	"
"3	35	6547	1	37	1671	4	36	3765	2	10	3634	4	27	1312	3	17	2774	1	16	4218	4	34	1812	2	32	2751	4	42	1163	3	5	1884	2	7	3095	3	2	5945	4	40	1679	1	30	1556	4	26	1344	4	39	1500	3	24	1624	1	29	11898	3	8	2133	4	25	1820	4	41	1212	1	11	2764	4	9	3413	2	19	2305	4	13	2686	3	33	1421	2	31	1460	2	20	2241	2	14	3334	3	28	3388	2	6	2686	2	12	2229	4	21	1951	2	4	6702	3	18	2578	2	23	3665	4	3	2006	3	15	1737	1	38	5454	1	1	2917	4	22	53119	US	1	7	174	125	2	3	3	4	5	4	5	6	3	4	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	2	2	2	1	35	2	1	1	12	1	60	1	2	4	"
"2	36	3519	2	4	3351	2	27	1991	2	22	2398	2	5	2480	2	8	4397	3	37	3582	3	17	3813	2	15	11340	3	32	10309	2	7	3948	3	18	2945	3	30	2772	3	40	902	3	2	2623	2	26	1460	3	39	2325	2	25	2491	3	1	15046	2	24	6251	3	10	2028	2	11	3651	2	38	2781	2	13	3135	3	42	9327	2	12	3081	3	23	2502	2	34	2568	2	14	1972	2	28	15402	2	6	3770	2	35	7098	3	3	2628	3	16	11376	2	31	7791	2	20	1699	3	19	4534	3	29	1979	3	41	2429	3	33	11686	2	21	2140	2	9	2971	GB	2	2	206	128	3	2	4	5	4	5	5	5	4	3	1	1	0	1	1	0	0	0	0	1	1	0	0	1	1	1	2	3	2	1	17	2	1	1	2	3	60	2	1	2	"
"2	6	3369	3	9	2368	3	18	2124	2	32	2387	2	8	2852	2	36	2267	2	42	2193	4	7	1834	2	39	3129	3	15	2095	4	22	1972	4	25	1709	4	27	1510	2	38	2665	2	37	2080	3	26	1945	4	14	2197	3	23	1892	2	41	2361	2	10	5051	3	34	1904	4	28	1846	2	3	6657	3	21	2419	4	11	3658	4	31	1922	2	4	3273	4	33	1750	3	24	2339	2	12	4485	4	16	8346	2	20	3147	4	5	2126	4	13	2057	2	29	3992	4	17	1563	3	19	2284	3	40	1826	4	2	7516	3	1	6517	2	30	2194	3	35	2357	GB	2	4	123	130	6	2	5	4	7	5	7	3	5	2	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0	3	2	2	1	54	2	1	1	12	1	60	1	3	6	English"
"4	39	1220	4	27	1128	3	13	1497	3	31	5821	4	41	1325	4	35	1247	4	15	2009	2	32	4350	4	37	2188	4	18	1226	4	4	1616	4	12	1414	4	38	1289	3	16	1780	4	34	1569	4	3	1979	4	2	1476	4	7	1335	4	33	2462	4	5	1269	4	21	1173	3	11	2433	4	17	1234	4	40	1466	2	24	2144	4	26	1646	2	1	5279	4	22	982	4	28	1575	4	6	1812	4	30	1902	4	29	1465	4	36	1078	4	20	1211	3	19	1774	4	23	875	4	9	1715	4	14	1234	3	10	3743	4	8	1860	3	25	3642	4	42	1795	GB	0	6	81	118	2	1	4	7	4	7	6	7	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	1	13	1	1	1	2	5	60	2	1	2	"
"4	2	5862	4	17	2872	4	24	2774	3	10	7401	4	42	2640	4	22	4378	3	27	3685	4	19	1944	4	15	4764	4	7	2761	4	16	2449	4	12	5078	4	32	2941	4	36	3651	3	34	3052	4	31	3493	4	25	4855	4	5	2215	3	14	3056	4	33	2430	4	37	2557	4	4	2308	3	39	3623	4	9	3978	3	35	5909	4	8	2275	4	40	2197	4	13	3982	4	18	2800	4	1	15876	4	29	2479	4	30	2421	4	20	1985	4	3	3103	4	38	3348	3	41	3291	4	26	4395	4	23	3200	4	6	2151	4	21	3501	3	11	3492	4	28	4273	GB	0	4	156	238	1	7	1	7	1	7	1	7	1	4	1	1	0	1	1	0	0	0	0	1	0	0	0	1	0	1	3	3	1	1	44	1	1	1	2	1	60	2	1	4	Engineering"
"2	9	5354	2	29	4356	1	26	3678	1	27	6309	4	13	2282	3	33	3219	4	17	3050	4	1	9300	3	18	7054	3	16	3966	4	4	3894	3	20	5554	4	12	1867	2	2	9534	3	34	2711	1	22	3684	2	32	4456	3	38	2859	3	35	3684	2	42	5200	2	21	4070	2	40	4845	3	36	4984	2	41	8842	2	31	6041	2	24	3465	4	5	2427	2	28	3088	2	25	3717	4	10	7204	3	6	4492	3	37	4009	3	19	3566	4	11	2138	4	14	5820	3	23	2909	2	3	7215	2	30	3109	4	15	1940	3	7	5016	3	39	2896	4	8	7507	US	2	2	191	114	1	5	3	7	7	7	3	5	1	3	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1	2	1	2	1	18	2	1	3	12	2	60	2	1	6	"
"4	28	2828	1	37	2310	2	14	4483	2	9	4258	3	41	2893	4	7	3030	1	11	5161	2	22	3333	4	24	9189	1	30	4080	4	26	2679	3	35	3247	1	16	3363	3	18	4969	3	6	3600	4	31	3595	1	36	2689	4	15	3207	4	33	5058	3	29	3492	1	4	8204	2	13	6940	1	25	2018	4	10	3380	1	38	4477	1	32	4009	4	2	8244	4	19	4614	4	23	3072	1	39	10155	4	42	3275	3	1	17600	2	21	2798	2	5	6434	3	27	4823	2	34	3298	2	17	5558	1	40	2069	4	3	5957	2	12	4767	1	20	2377	4	8	4986	US	2	359	197	99	2	7	7	7	1	7	5	3	4	2	1	1	0	1	1	0	0	0	0	1	0	0	0	1	0	1	2	2	2	1	20	2	1	2	1	2	60	2	1	3	"
"2	32	2733	1	24	2765	1	21	4004	3	3	6436	2	17	1549	2	20	1860	1	23	1799	2	27	1522	3	5	3016	2	18	1440	3	10	1834	2	39	4335	2	16	1767	2	29	4288	1	19	1516	2	33	1467	2	12	3282	2	25	2210	2	1	8250	2	22	2571	2	13	1599	2	28	1499	3	9	2882	1	41	3066	2	7	3984	2	14	1934	2	26	1665	1	34	2527	1	36	3736	3	4	3540	1	30	2750	3	11	2105	2	37	4602	1	38	1517	3	2	6712	3	6	2736	1	40	2687	2	8	5297	2	35	1782	2	31	1538	1	15	2048	1	42	6779	CA	2	2	127	96	7	7	7	5	5	1	5	1	3	4	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	2	2	1	1	18	2	1	1	4	3	60	2	1	2	Neuroscience"
"3	10	3683	4	29	1457	3	25	3925	4	2	11233	3	13	3037	2	4	6779	3	5	4423	4	3	2077	3	37	5420	3	27	1946	4	20	1443	4	30	2136	4	19	1411	4	16	2842	4	8	1450	2	22	3432	4	33	1171	3	12	2478	4	1	6446	3	11	1967	4	42	1312	4	39	1182	4	21	1468	3	17	3200	4	6	9755	4	38	1633	4	40	1056	4	7	1925	3	23	2552	3	36	5031	4	34	2537	3	31	2784	4	18	1893	4	28	1410	2	15	3602	4	32	1288	4	26	2150	4	41	1264	4	24	32098	4	35	8232	4	9	1408	2	14	2856	MY	1	5	162	244	4	4	5	0	4	6	4	2	1	4	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	2	2	14	1	2	1	10	1	10	2	1	3	Engineering "
"2	9	3435	1	12	1680	2	32	4361	1	10	2423	1	39	2112	2	6	2727	1	13	2239	3	40	765	2	8	4697	1	21	2054	2	34	1903	1	30	1829	2	31	2538	3	24	3168	1	35	1795	1	14	2166	1	19	1506	2	36	1805	1	17	2114	1	20	2530	1	26	2869	3	18	3052	1	15	1427	1	25	2451	2	41	2783	2	16	1574	2	22	1590	1	5	2634	2	1	5550	2	3	5094	1	42	2983	2	27	5695	1	33	2809	1	11	1631	1	29	3248	1	2	4604	1	23	3665	1	37	1378	3	7	2918	2	38	2411	1	4	2275	2	28	608	US	1	5	124	160	2	3	5	3	3	5	6	5	3	4	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	1	2	1	1	15	1	1	1	7	1	60	2	1	2	"
"3	38	3796	2	32	2957	3	26	2440	2	21	3162	3	10	4564	4	14	3190	2	9	4324	3	15	3089	3	35	8440	4	6	2265	3	27	2137	2	31	8818	3	22	3716	3	7	3238	2	25	3492	4	8	2848	4	24	1433	3	30	3323	2	2	9698	4	42	1787	3	11	2425	2	19	1328	2	28	3342	3	39	1512	2	33	6466	4	20	2157	3	4	3175	3	5	3115	3	29	3074	2	40	3812	3	13	2298	2	37	4544	4	36	892	4	23	2296	2	3	21939	2	12	4084	3	16	3381	4	41	2161	3	1	5136	2	17	2538	2	18	1342	3	34	2466	CA	2	2	182	100	2	5	2	7	3	6	6	6	1	3	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	1	3	3	2	15	2	1	1	1	4	70	2	1	4	"
"4	28	2555	4	22	2952	2	24	2909	3	34	3831	4	32	2543	4	31	3946	2	7	2932	4	27	2053	1	33	4280	1	35	2617	4	30	3380	3	23	3504	4	3	2749	2	6	4914	1	5	2155	3	29	2790	1	38	2213	4	4	2600	1	13	5602	1	11	2250	1	20	3196	4	8	2290	1	14	1786	4	17	2586	2	25	7289	4	2	6082	4	15	1745	3	12	2936	4	16	2065	1	41	3792	3	1	4888	2	36	4882	2	10	3561	1	9	2802	1	18	8701	1	42	1826	1	26	2744	1	37	2196	4	21	2284	1	40	4731	2	19	1364	3	39	3168	US	1	6	146	168	5	1	6	6	3	5	7	2	3	3	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	4	3	2	1	43	1	1	1	7	1	60	2	2	2	"
"4	15	2261	2	8	2605	2	34	3119	4	40	2375	3	30	2548	3	6	1965	2	9	5514	3	1	32292	4	27	2786	3	20	2420	4	3	2136	4	2	7214	3	35	1829	4	5	3631	3	33	686	4	16	2774	3	32	3408	4	37	21543	4	10	5462	3	13	3236	2	29	3643	3	21	3648	1	19	3029	4	28	2351	3	38	22837	3	42	1803	4	11	1671	4	36	3742	4	17	1933	3	39	3569	4	31	1683	4	4	7990	4	18	2999	2	41	1831	4	12	5544	2	26	2048	2	23	4005	3	14	2570	4	22	1718	4	24	3820	4	7	3148	4	25	3200	US	2	28	212	109	2	6	2	7	7	6	2	6	2	1	1	1	0	1	1	0	0	1	0	1	0	0	0	1	1	1	1	2	2	1	15	1	1	1	2	3	50	2	1	1	"
"1	6	2072	1	38	1133	1	18	2788	1	30	1801	3	1	8430	1	16	1799	1	10	1333	2	3	4840	1	12	6429	3	23	3280	1	19	2953	1	31	1736	3	4	3282	1	9	4399	1	41	1722	2	15	3003	3	29	2486	2	24	2110	1	27	3214	1	5	2013	1	39	1888	1	36	1443	1	7	1589	2	17	4133	1	28	1599	2	11	1713	1	35	1250	2	2	5593	1	20	2325	1	32	3951	1	25	3843	1	13	3227	2	26	1349	2	37	1499	2	40	12785	4	14	2853	1	33	2322	2	8	3397	2	22	6668	1	34	2053	1	42	1375	4	21	2470	US	1	2	134	173	6	5	2	1	6	5	6	3	7	5	1	1	0	1	1	0	0	1	0	1	0	1	1	1	1	1	2	2	2	1	17	2	1	1	4	1	10	2	1	2	"
"2	33	3898	1	7	3133	2	4	2831	3	41	2699	3	27	1833	2	2	2833	2	20	2668	2	30	2437	3	39	4864	4	5	1735	4	26	1986	2	15	5801	3	14	1652	2	24	5200	3	10	1783	3	9	2067	3	8	2149	1	22	3098	1	32	3172	3	6	2801	3	19	3099	4	25	2415	1	11	1718	1	34	3519	1	42	2132	3	1	967	4	21	2285	3	28	1701	3	31	2876	2	35	6032	3	23	5984	4	40	6936	2	38	4319	3	36	2368	4	18	7074	2	37	1833	2	16	3099	4	3	1432	3	29	1995	4	12	796	1	17	1995	3	13	3567	US	1	12	143	126	1	3	5	6	6	7	5	4	2	4	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	1	2	2	1	13	1	1	1	12	5	60	2	1	1	"
"4	8	2808	1	9	2062	3	32	3536	1	6	3187	4	38	2861	4	34	1854	3	40	2339	4	16	1639	4	29	3695	2	5	3069	4	3	2552	3	2	8566	3	36	1792	4	4	4298	1	18	1832	2	26	2515	2	41	2063	4	19	1655	1	39	4534	4	23	1727	2	7	2973	4	35	1361	1	30	1982	2	1	6582	1	12	2601	3	25	2601	4	13	1926	4	21	2153	4	17	1918	4	11	4066	2	37	3002	4	33	2314	4	22	3041	2	20	1544	4	10	4803	4	15	2113	3	24	4762	2	28	1885	4	14	1486	3	27	5238	4	42	2370	4	31	2447	US	1	1	122	184	6	5	5	4	3	3	6	2	4	4	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	1	3	2	1	13	1	1	1	12	5	10	2	1	2	"
"1	3	17500	1	23	5500	1	17	5400	1	39	7600	1	38	5300	1	36	5500	2	20	7100	3	9	4200	2	29	15900	1	18	5100	1	21	11300	3	42	6500	2	31	3300	1	6	10700	1	19	10700	1	32	4200	1	33	3300	2	11	4600	1	28	5400	1	10	3900	1	7	4600	2	22	3500	1	25	2500	1	27	5000	2	37	7300	2	1	13200	2	41	4400	1	4	24900	2	40	7400	2	13	9000	1	24	10200	1	15	11300	3	30	3500	1	8	3300	1	26	4600	3	5	20600	1	16	7500	1	35	4600	2	12	7200	2	14	5300	2	34	3100	2	2	17200	US	2	10	325	123	2	5	6	5	6	6	6	1	6	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	3	3	1	2	49	2	1	1	3	1	60	1	2	2	psychology"
"3	11	3938	1	8	2848	1	22	3601	2	3	9015	1	15	3696	3	32	3406	1	9	4731	3	42	2424	1	4	5574	2	2	6718	4	28	3652	2	40	3348	3	26	2127	4	10	5323	1	16	3087	1	23	2963	2	21	3158	1	39	2597	2	6	7876	2	33	5310	1	18	4283	2	38	2443	1	30	3685	1	27	3602	2	7	6201	3	36	2034	3	1	6084	1	37	2072	2	19	2358	1	17	5909	1	13	2748	2	24	4369	2	25	2706	2	29	2725	2	12	4152	1	20	1930	2	34	3211	1	35	1705	3	41	2128	2	31	2913	4	5	7088	2	14	4792	US	2	4	164	122	2	5	7	7	6	7	6	1	2	6	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	2	0	2	1	20	2	1	1	6	1	60	2	1	5	"
"3	4	5099	1	42	3382	2	35	17229	2	30	4208	3	36	2450	2	19	7781	1	26	2551	2	38	13417	2	10	7190	2	17	3638	3	15	4327	3	3	9000	3	21	2569	2	39	21119	1	9	3541	2	25	3916	2	41	2662	3	34	2003	2	23	2902	2	1	10515	1	14	3741	2	32	19345	1	40	2938	3	13	4023	2	37	4166	4	27	3628	2	5	8868	2	20	10202	3	33	11323	3	7	5020	3	24	2772	2	2	5329	2	16	5719	3	12	3592	2	18	51446	2	22	1929	1	6	3120	1	28	4664	3	31	3063	3	8	5881	2	29	3381	2	11	11314	AU	1	4	306	234	6	4	6	5	5	6	7	5	3	4	1	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	2	3	2	1	15	1	1	1	2	1	60	2	1	2	"
"4	41	2154	1	21	2008	4	22	2077	1	16	3067	3	2	5676	4	19	3004	1	29	1933	3	10	5497	2	30	19161	4	24	1799	4	11	2960	3	25	3879	4	39	1446	2	14	5593	1	13	2813	4	26	1923	4	5	2656	2	6	6522	1	18	2120	3	20	3841	4	36	1642	1	9	6026	1	38	1640	4	31	2381	2	7	8152	4	12	3077	2	1	6717	2	35	2541	1	40	2529	3	4	6282	4	8	2760	1	15	4108	2	23	3217	4	17	2038	1	34	4416	2	28	4680	4	27	2621	4	32	1635	2	42	2339	4	37	2241	1	33	1775	4	3	3875	US	1	42	158	143	1	4	1	5	5	7	6	4	1	7	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	2	2	1	1	20	1	1	1	2	1	60	1	1	2	Engineering"
"3	22	3282	1	4	4235	2	29	2975	1	11	7302	3	34	2704	2	1	16992	2	41	2880	4	27	3844	3	30	7562	1	37	5785	4	6	2646	4	19	4596	4	31	4051	4	9	4799	2	13	3644	3	17	3501	4	42	4884	2	38	3268	2	40	6798	1	36	3186	3	32	6193	4	20	2868	2	5	3565	3	23	7165	1	24	44032	3	2	3978	2	26	3122	2	12	11536	2	16	34145	2	35	4860	2	28	3763	3	3	6405	3	8	4083	3	10	15798	2	18	8518	2	15	5057	1	39	4264	3	7	3032	2	25	4812	3	33	4353	2	14	2895	4	21	7084	AU	1	17	312	149	5	3	6	5	5	3	6	4	2	2	1	1	0	1	1	0	0	0	0	1	1	0	1	1	1	1	2	1	2	1	20	2	1	1	0	1	60	1	1	2	Bachelor of Arts"
"3	35	7540	2	9	2644	1	32	2080	1	23	1835	3	17	3820	2	24	2231	1	16	2304	3	29	2537	2	38	6553	1	4	6043	3	1	5735	1	26	5521	3	19	5586	2	41	2994	1	42	1616	1	8	3070	1	5	3835	3	20	2586	1	15	2149	2	40	2444	1	28	1546	3	2	5666	1	7	2085	2	25	2683	1	3	4340	2	31	2385	3	12	5186	1	30	2871	2	27	2904	2	6	5438	2	36	3301	1	14	3520	2	10	2835	1	22	1403	2	34	4479	2	13	7203	1	37	1712	1	21	1665	2	11	2287	1	33	2593	1	18	1731	3	39	6570	AU	1	11	149	167	7	6	6	6	7	1	7	2	3	2	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	4	2	2	1	37	1	1	1	12	1	70	1	2	6	Social work "
"4	13	2601	4	4	4832	3	20	28242	2	17	7095	2	31	2088	2	27	2912	4	5	3365	4	16	1937	3	24	4488	2	42	2953	3	37	2492	4	32	2364	4	7	2337	2	41	7936	4	14	3112	2	29	5662	4	11	2601	2	28	2395	4	3	9375	3	33	2570	4	19	2081	3	25	2381	3	6	3458	4	15	3009	2	40	6575	4	12	2304	2	30	2187	2	26	3189	4	18	3601	3	22	4117	4	9	3059	3	35	5378	4	39	2989	3	36	1862	3	38	3296	3	10	2849	3	8	4116	3	23	2127	3	21	2480	2	1	22078	3	34	2634	4	2	8187	MV	0	7	196	238	1	2	6	6	6	7	7	2	2	6	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	2	1	2	2	30	1	1	1	1	2	10	1	2	4	"
"4	12	14401	3	41	6455	3	3	7762	3	9	37260	4	40	5954	4	39	2390	2	30	16607	4	16	2673	4	32	9728	4	14	6818	4	42	2692	4	1	11560	4	35	2175	4	27	12933	3	11	20369	3	8	3814	4	23	2885	4	36	3113	3	26	17981	3	25	7874	4	18	2172	4	31	3373	2	37	6861	3	20	9366	3	17	11261	4	13	3654	4	10	3482	3	2	6610	4	15	6734	3	19	13595	3	34	6471	4	29	15510	4	7	3509	4	5	2492	3	38	5863	3	22	14285	4	21	3023	4	24	1610	3	4	40383	4	33	5112	4	28	4508	4	6	3681	US	2	65	369	224	1	5	1	6	5	6	4	6	1	3	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	1	2	1	1	18	2	1	1	2	1	60	2	1	2	"
"4	3	2969	4	36	1789	4	39	1817	4	26	3312	4	31	1519	3	42	2676	3	9	3321	4	19	1872	4	30	45261	4	7	2202	4	14	1955	4	13	2042	4	34	942	3	41	4460	3	40	2451	4	23	1885	4	24	1464	4	10	1837	3	1	8570	4	4	2170	4	12	1867	4	21	1362	3	16	5358	4	38	2180	4	15	3956	4	5	1931	4	32	1302	4	33	1075	4	8	2208	4	20	9556	4	28	1780	4	17	3756	4	25	1422	4	2	5582	4	6	4548	4	27	1350	4	37	1850	4	22	1311	4	35	1778	4	18	3666	3	11	3620	4	29	4662	MY	1	18	161	209	3	2	5	3	5	2	5	1	5	2	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	2	2	2	2	21	1	2	1	10	1	10	2	1	5	Medical"
"1	14	3971	2	26	2758	3	21	2388	1	36	1717	4	39	2711	1	9	4195	1	35	2493	3	24	2074	2	16	8759	4	18	2042	2	15	2900	2	12	2840	3	10	2216	1	38	4178	1	32	1956	4	27	1715	3	34	2232	1	29	2601	2	2	9877	2	6	4442	3	7	3849	3	40	2514	1	31	1918	4	30	1822	1	17	3664	4	8	2341	1	11	2539	2	22	2670	2	41	3166	2	20	4020	3	37	4864	3	25	3073	3	3	4822	2	28	2110	2	42	3521	2	33	3061	4	13	2149	3	5	3586	1	1	4657	1	23	3909	1	19	4225	4	4	2992	AU	2	2	141	134	5	5	1	5	6	5	5	7	5	6	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	3	2	1	1	44	2	1	1	1	1	60	2	1	4	English"
"2	30	15058	2	40	3954	2	20	6290	1	19	33771	1	21	7314	1	31	4968	1	26	2081	2	42	30327	1	34	4330	2	38	8776	2	29	2687	1	32	9015	2	11	21263	2	3	6835	1	2	8194	2	4	10770	2	15	4528	2	25	10122	1	33	4639	1	10	4079	2	16	3791	1	35	8552	1	13	3649	1	22	5486	2	24	7754	2	37	2700	2	9	4546	1	12	8573	2	1	22488	1	23	4939	2	41	2966	2	14	6051	2	7	5465	2	5	2971	2	8	7120	1	27	2055	1	17	6285	1	39	3935	2	36	2669	1	6	11842	1	18	3590	2	28	12994	US	2	2	341	158	2	5	7	5	1	6	3	1	6	7	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	2	2	1	1	54	2	1	1	5	1	60	1	2	3	"
"4	4	9828	2	3	13895	2	42	3880	2	32	14442	2	9	13618	3	28	3001	3	8	12183	3	41	684	3	26	10813	1	40	4905	3	13	4788	2	15	4797	3	22	2471	4	6	6456	2	20	9410	4	18	5790	3	10	5479	2	24	12250	3	36	14899	3	1	19947	2	39	3149	3	19	2703	1	33	6277	3	14	5355	3	21	6690	3	16	3089	3	7	3496	3	35	3749	2	2	29737	3	37	9901	3	38	4903	2	12	4198	3	5	3002	3	30	2446	2	11	20853	3	17	3636	3	31	5518	3	34	4279	2	29	3399	3	25	6279	2	27	4302	2	23	5242	MY	0	51	324	266	6	6	6	6	6	6	6	6	5	5	1	0	0	1	1	0	0	0	0	1	0	0	0	1	1	1	4	1	1	2	28	1	1	1	10	1	10	2	2	3	Manufacturing engineering"
